sample_id	raw_file_name	quant_type	source_column	plate	well	replicate_letter	ip_name	bait_name	condition	is_control	replicate_group	keep	notes
j10544	j10544.raw	Intensity	Intensity j10544	81110	B05	B	j10544	KIF2B	81110	N	KIF2B__81110	Y	auto_filled_from_archiveSummary
j10545	j10545.raw	Intensity	Intensity j10545	81110	B04	B	j10545	ACSBG2	81110	N	ACSBG2__81110	Y	auto_filled_from_archiveSummary
j10546	j10546.raw	Intensity	Intensity j10546	81110	B02	B	j10546	NCSTN	81110	N	NCSTN__81110	Y	auto_filled_from_archiveSummary
j10547	j10547.raw	Intensity	Intensity j10547	81110	B01	B	j10547	RNF6	81110	N	RNF6__81110	Y	auto_filled_from_archiveSummary
j10550	j10550.raw	Intensity	Intensity j10550	81110	E01	A	j10550	ACOX2	81110	N	ACOX2__81110	Y	auto_filled_from_archiveSummary
j10551	j10551.raw	Intensity	Intensity j10551	81110	E02	A	j10551	POLR3E	81110	N	POLR3E__81110	Y	auto_filled_from_archiveSummary
j10554	j10554.raw	Intensity	Intensity j10554	81110	E09	A	j10554	DDX31	81110	N	DDX31__81110	Y	auto_filled_from_archiveSummary
j10555	j10555.raw	Intensity	Intensity j10555	81110	E10	A	j10555	KIF2A	81110	N	KIF2A__81110	Y	auto_filled_from_archiveSummary
j10556	j10556.raw	Intensity	Intensity j10556	81110	E11	A	j10556	TRPM8	81110	N	TRPM8__81110	Y	auto_filled_from_archiveSummary
j10557	j10557.raw	Intensity	Intensity j10557	81110	E12	A	j10557	CAPN13	81110	N	CAPN13__81110	Y	auto_filled_from_archiveSummary
j10560	j10560.raw	Intensity	Intensity j10560	81110	D12	B	j10560	PRKCA	81110	N	PRKCA__81110	Y	auto_filled_from_archiveSummary
j10561	j10561.raw	Intensity	Intensity j10561	81110	D11	B	j10561	PCDHA10	81110	N	PCDHA10__81110	Y	auto_filled_from_archiveSummary
j10562	j10562.raw	Intensity	Intensity j10562	81110	D10	B	j10562	LCA5L	81110	N	LCA5L__81110	Y	auto_filled_from_archiveSummary
j10564	j10564.raw	Intensity	Intensity j10564	81110	D07	B	j10564	HSPA9	81110	N	HSPA9__81110	Y	auto_filled_from_archiveSummary
j10565	j10565.raw	Intensity	Intensity j10565	81110	D06	B	j10565	FBXO30	81110	N	FBXO30__81110	Y	auto_filled_from_archiveSummary
j10566	j10566.raw	Intensity	Intensity j10566	81110	D05	B	j10566	FBXL5	81110	N	FBXL5__81110	Y	auto_filled_from_archiveSummary
j10567	j10567.raw	Intensity	Intensity j10567	81110	D04	B	j10567	GFPT2	81110	N	GFPT2__81110	Y	auto_filled_from_archiveSummary
j10568	j10568.raw	Intensity	Intensity j10568	81110	D03	B	j10568	CIRH1A	81110	N	CIRH1A__81110	Y	auto_filled_from_archiveSummary
j10569	j10569.raw	Intensity	Intensity j10569	81110	D02	B	j10569	CD6	81110	N	CD6__81110	Y	auto_filled_from_archiveSummary
j10572	j10572.raw	Intensity	Intensity j10572	81110	F05	B	j10572	ANXA6	81110	N	ANXA6__81110	Y	auto_filled_from_archiveSummary
j10573	j10573.raw	Intensity	Intensity j10573	81110	F04	B	j10573	TNXB	81110	N	TNXB__81110	Y	auto_filled_from_archiveSummary
j10574	j10574.raw	Intensity	Intensity j10574	81110	F03	B	j10574	PAK6	81110	N	PAK6__81110	Y	auto_filled_from_archiveSummary
j10575	j10575.raw	Intensity	Intensity j10575	81110	F02	B	j10575	ATMIN	81110	N	ATMIN__81110	Y	auto_filled_from_archiveSummary
j10576	j10576.raw	Intensity	Intensity j10576	81110	F01	B	j10576	OAS2	81110	N	OAS2__81110	Y	auto_filled_from_archiveSummary
j10778	j10778.raw	Intensity	Intensity j10778	81110	H10	B	j10778	FERMT2	81110	N	FERMT2__81110	Y	auto_filled_from_archiveSummary
j10779	j10779.raw	Intensity	Intensity j10779	81110	H09	B	j10779	ALOX15B	81110	N	ALOX15B__81110	Y	auto_filled_from_archiveSummary
j10780	j10780.raw	Intensity	Intensity j10780	81110	H08	B	j10780	MPP5	81110	N	MPP5__81110	Y	auto_filled_from_archiveSummary
j10781	j10781.raw	Intensity	Intensity j10781	81110	H07	B	j10781	TP63	81110	N	TP63__81110	Y	auto_filled_from_archiveSummary
j10782	j10782.raw	Intensity	Intensity j10782	81110	H06	B	j10782	GLB1	81110	N	GLB1__81110	Y	auto_filled_from_archiveSummary
j10783	j10783.raw	Intensity	Intensity j10783	81110	H05	B	j10783	SYDE1	81110	N	SYDE1__81110	Y	auto_filled_from_archiveSummary
j10784	j10784.raw	Intensity	Intensity j10784	81110	H04	B	j10784	RPH3A	81110	N	RPH3A__81110	Y	auto_filled_from_archiveSummary
j10785	j10785.raw	Intensity	Intensity j10785	81110	H03	B	j10785	SH3KBP1	81110	N	SH3KBP1__81110	Y	auto_filled_from_archiveSummary
j10786	j10786.raw	Intensity	Intensity j10786	81110	H02	B	j10786	WDTC1	81110	N	WDTC1__81110	Y	auto_filled_from_archiveSummary
j10787	j10787.raw	Intensity	Intensity j10787	81110	H01	B	j10787	SCEL	81110	N	SCEL__81110	Y	auto_filled_from_archiveSummary
j10936	j10936.raw	Intensity	Intensity j10936	81094	G10	C	j10936	OXA1L	81094	N	OXA1L__81094	Y	auto_filled_from_archiveSummary
j10937	j10937.raw	Intensity	Intensity j10937	81094	G08	C	j10937	CYP2E1	81094	N	CYP2E1__81094	Y	auto_filled_from_archiveSummary
j13305	j13305.raw	Intensity	Intensity j13305	81131	A01	A	j13305	NOP2	81131	N	NOP2__81131	Y	auto_filled_from_archiveSummary
j13306	j13306.raw	Intensity	Intensity j13306	81131	A02	A	j13306	NAA15	81131	N	NAA15__81131	Y	auto_filled_from_archiveSummary
j13307	j13307.raw	Intensity	Intensity j13307	81131	A03	A	j13307	GTF3C3	81131	N	GTF3C3__81131	Y	auto_filled_from_archiveSummary
j13308	j13308.raw	Intensity	Intensity j13308	81131	A04	A	j13308	SLC14A2	81131	N	SLC14A2__81131	Y	auto_filled_from_archiveSummary
j13309	j13309.raw	Intensity	Intensity j13309	81131	A05	A	j13309	ENPEP	81131	N	ENPEP__81131	Y	auto_filled_from_archiveSummary
j13310	j13310.raw	Intensity	Intensity j13310	81131	A06	A	j13310	IGHMBP2	81131	N	IGHMBP2__81131	Y	auto_filled_from_archiveSummary
j13311	j13311.raw	Intensity	Intensity j13311	81131	A07	A	j13311	LLGL2	81131	N	LLGL2__81131	Y	auto_filled_from_archiveSummary
j13312	j13312.raw	Intensity	Intensity j13312	81131	A09	A	j13312	PPP2R3A	81131	N	PPP2R3A__81131	Y	auto_filled_from_archiveSummary
j13313	j13313.raw	Intensity	Intensity j13313	81131	A10	A	j13313	CGN	81131	N	CGN__81131	Y	auto_filled_from_archiveSummary
j13314	j13314.raw	Intensity	Intensity j13314	81131	A11	A	j13314	CGNL1	81131	N	CGNL1__81131	Y	auto_filled_from_archiveSummary
j13317	j13317.raw	Intensity	Intensity j13317	81131	B02	A	j13317	COPG	81131	N	COPG__81131	Y	auto_filled_from_archiveSummary
j13318	j13318.raw	Intensity	Intensity j13318	81131	B03	A	j13318	OCRL	81131	N	OCRL__81131	Y	auto_filled_from_archiveSummary
j13319	j13319.raw	Intensity	Intensity j13319	81131	B04	A	j13319	PLEKHG5	81131	N	PLEKHG5__81131	Y	auto_filled_from_archiveSummary
j13320	j13320.raw	Intensity	Intensity j13320	81131	B05	A	j13320	MAGEE1	81131	N	MAGEE1__81131	Y	auto_filled_from_archiveSummary
j13321	j13321.raw	Intensity	Intensity j13321	81131	B06	A	j13321	KANK4	81131	N	KANK4__81131	Y	auto_filled_from_archiveSummary
j13322	j13322.raw	Intensity	Intensity j13322	81131	B07	A	j13322	TUBGCP5	81131	N	TUBGCP5__81131	Y	auto_filled_from_archiveSummary
j13323	j13323.raw	Intensity	Intensity j13323	81131	B08	A	j13323	LRIG1	81131	N	LRIG1__81131	Y	auto_filled_from_archiveSummary
j13324	j13324.raw	Intensity	Intensity j13324	81131	B09	A	j13324	MAML2	81131	N	MAML2__81131	Y	auto_filled_from_archiveSummary
j13325	j13325.raw	Intensity	Intensity j13325	81131	B10	A	j13325	CHL1	81131	N	CHL1__81131	Y	auto_filled_from_archiveSummary
j13326	j13326.raw	Intensity	Intensity j13326	81131	B11	A	j13326	MAPK8IP3	81131	N	MAPK8IP3__81131	Y	auto_filled_from_archiveSummary
j13327	j13327.raw	Intensity	Intensity j13327	81131	B12	A	j13327	YBEY	81131	N	YBEY__81131	Y	auto_filled_from_archiveSummary
j13329	j13329.raw	Intensity	Intensity j13329	81131	C03	A	j13329	EXOC1	81131	N	EXOC1__81131	Y	auto_filled_from_archiveSummary
j13330	j13330.raw	Intensity	Intensity j13330	81131	C04	A	j13330	LRRCC1	81131	N	LRRCC1__81131	Y	auto_filled_from_archiveSummary
j13331	j13331.raw	Intensity	Intensity j13331	81131	C05	A	j13331	SART3	81131	N	SART3__81131	Y	auto_filled_from_archiveSummary
j13333	j13333.raw	Intensity	Intensity j13333	81131	C07	A	j13333	TRHDE	81131	N	TRHDE__81131	Y	auto_filled_from_archiveSummary
j13334	j13334.raw	Intensity	Intensity j13334	81131	C09	A	j13334	THBS2	81131	N	THBS2__81131	Y	auto_filled_from_archiveSummary
j13335	j13335.raw	Intensity	Intensity j13335	81131	C12	A	j13335	AGRP	81131	N	AGRP__81131	Y	auto_filled_from_archiveSummary
j13378	j13378.raw	Intensity	Intensity j13378	81131	D01	A	j13378	GANAB	81131	N	GANAB__81131	Y	auto_filled_from_archiveSummary
j13379	j13379.raw	Intensity	Intensity j13379	81131	D03	A	j13379	ANO6	81131	N	ANO6__81131	Y	auto_filled_from_archiveSummary
j13380	j13380.raw	Intensity	Intensity j13380	81131	D04	A	j13380	ERAP1	81131	N	ERAP1__81131	Y	auto_filled_from_archiveSummary
j13381	j13381.raw	Intensity	Intensity j13381	81131	D05	A	j13381	SYCP1	81131	N	SYCP1__81131	Y	auto_filled_from_archiveSummary
j13382	j13382.raw	Intensity	Intensity j13382	81131	D06	A	j13382	SEMA6D	81131	N	SEMA6D__81131	Y	auto_filled_from_archiveSummary
j13383	j13383.raw	Intensity	Intensity j13383	81131	D07	A	j13383	KRBA1	81131	N	KRBA1__81131	Y	auto_filled_from_archiveSummary
j13389	j13389.raw	Intensity	Intensity j13389	81131	F01	A	j13389	TLR5	81131	N	TLR5__81131	Y	auto_filled_from_archiveSummary
j13390	j13390.raw	Intensity	Intensity j13390	81131	F02	A	j13390	CHSY3	81131	N	CHSY3__81131	Y	auto_filled_from_archiveSummary
j13391	j13391.raw	Intensity	Intensity j13391	81131	F04	A	j13391	PCDHA9	81131	N	PCDHA9__81131	Y	auto_filled_from_archiveSummary
j13392	j13392.raw	Intensity	Intensity j13392	81131	F05	A	j13392	BMP1	81131	N	BMP1__81131	Y	auto_filled_from_archiveSummary
j13393	j13393.raw	Intensity	Intensity j13393	81131	F06	A	j13393	PHF20	81131	N	PHF20__81131	Y	auto_filled_from_archiveSummary
j13394	j13394.raw	Intensity	Intensity j13394	81131	F07	A	j13394	DCLRE1A	81131	N	DCLRE1A__81131	Y	auto_filled_from_archiveSummary
j13395	j13395.raw	Intensity	Intensity j13395	81131	F08	A	j13395	RANBP6	81131	N	RANBP6__81131	Y	auto_filled_from_archiveSummary
j13396	j13396.raw	Intensity	Intensity j13396	81131	F09	A	j13396	PTPN14	81131	N	PTPN14__81131	Y	auto_filled_from_archiveSummary
j13397	j13397.raw	Intensity	Intensity j13397	81131	F10	A	j13397	TECPR2	81131	N	TECPR2__81131	Y	auto_filled_from_archiveSummary
j13398	j13398.raw	Intensity	Intensity j13398	81131	F11	A	j13398	PTPRU	81131	N	PTPRU__81131	Y	auto_filled_from_archiveSummary
j13399	j13399.raw	Intensity	Intensity j13399	81131	F12	A	j13399	TRPC5	81131	N	TRPC5__81131	Y	auto_filled_from_archiveSummary
j13407	j13407.raw	Intensity	Intensity j13407	81131	G03	B	j13407	NSMAF	81131	N	NSMAF__81131	Y	auto_filled_from_archiveSummary
j13408	j13408.raw	Intensity	Intensity j13408	81131	G02	B	j13408	ECT2	81131	N	ECT2__81131	Y	auto_filled_from_archiveSummary
j14220	j14220.raw	Intensity	Intensity j14220	81002	D12	B	j14220	DEFB123	81002	N	DEFB123__81002	Y	auto_filled_from_archiveSummary
j14222	j14222.raw	Intensity	Intensity j14222	81002	D08	B	j14222	ST13	81002	N	ST13__81002	Y	auto_filled_from_archiveSummary
j14224	j14224.raw	Intensity	Intensity j14224	81002	D06	B	j14224	GNG10	81002	N	GNG10__81002	Y	auto_filled_from_archiveSummary
j14225	j14225.raw	Intensity	Intensity j14225	81002	D02	B	j14225	LST1	81002	N	LST1__81002	Y	auto_filled_from_archiveSummary
j14229	j14229.raw	Intensity	Intensity j14229	81002	C08	B	j14229	FAM165B	81002	N	FAM165B__81002	Y	auto_filled_from_archiveSummary
j14232	j14232.raw	Intensity	Intensity j14232	81002	C05	B	j14232	NDUFA1	81002	N	NDUFA1__81002	Y	auto_filled_from_archiveSummary
j14246	j14246.raw	Intensity	Intensity j14246	81002	F12	A	j14246	OAZ1	81002	N	OAZ1__81002	Y	auto_filled_from_archiveSummary
j14252	j14252.raw	Intensity	Intensity j14252	81002	G08	A	j14252	C5orf62	81002	N	C5orf62__81002	Y	auto_filled_from_archiveSummary
j14260	j14260.raw	Intensity	Intensity j14260	81002	H08	A	j14260	SBDSP1	81002	N	SBDSP1__81002	Y	auto_filled_from_archiveSummary
j14262	j14262.raw	Intensity	Intensity j14262	81002	H10	A	j14262	GNG5	81002	N	GNG5__81002	Y	auto_filled_from_archiveSummary
j14268	j14268.raw	Intensity	Intensity j14268	81002	E03	A	j14268	POLR2L	81002	N	POLR2L__81002	Y	auto_filled_from_archiveSummary
j14269	j14269.raw	Intensity	Intensity j14269	81002	E04	A	j14269	RPS28	81002	N	RPS28__81002	Y	auto_filled_from_archiveSummary
j14272	j14272.raw	Intensity	Intensity j14272	81002	E09	A	j14272	NBR2	81002	N	NBR2__81002	Y	auto_filled_from_archiveSummary
j14277	j14277.raw	Intensity	Intensity j14277	81002	B10	B	j14277	NOP10	81002	N	NOP10__81002	Y	auto_filled_from_archiveSummary
j14280	j14280.raw	Intensity	Intensity j14280	81002	B05	B	j14280	MRPL33	81002	N	MRPL33__81002	Y	auto_filled_from_archiveSummary
j14281	j14281.raw	Intensity	Intensity j14281	81002	B04	B	j14281	C5orf13	81002	N	C5orf13__81002	Y	auto_filled_from_archiveSummary
j14282	j14282.raw	Intensity	Intensity j14282	81002	B03	B	j14282	TAC4	81002	N	TAC4__81002	Y	auto_filled_from_archiveSummary
j14283	j14283.raw	Intensity	Intensity j14283	81002	B02	B	j14283	DEFB106A	81002	N	DEFB106A__81002	Y	auto_filled_from_archiveSummary
j14285	j14285.raw	Intensity	Intensity j14285	81002	A11	B	j14285	MTCP1NB	81002	N	MTCP1NB__81002	Y	auto_filled_from_archiveSummary
j14294	j14294.raw	Intensity	Intensity j14294	81002	A04	B	j14294	UQCR10	81002	N	UQCR10__81002	Y	auto_filled_from_archiveSummary
j14295	j14295.raw	Intensity	Intensity j14295	81002	A03	B	j14295	ATOX1	81002	N	ATOX1__81002	Y	auto_filled_from_archiveSummary
j14871	j14871.raw	Intensity	Intensity j14871	81130	A01	A	j14871	KLHL11	81130	N	KLHL11__81130	Y	auto_filled_from_archiveSummary
j14872	j14872.raw	Intensity	Intensity j14872	81130	A02	A	j14872	ECEL1	81130	N	ECEL1__81130	Y	auto_filled_from_archiveSummary
j14873	j14873.raw	Intensity	Intensity j14873	81130	A03	A	j14873	ZMYND8	81130	N	ZMYND8__81130	Y	auto_filled_from_archiveSummary
j14874	j14874.raw	Intensity	Intensity j14874	81130	A06	A	j14874	TLR10	81130	N	TLR10__81130	Y	auto_filled_from_archiveSummary
j14875	j14875.raw	Intensity	Intensity j14875	81130	A07	A	j14875	PCDHGA6	81130	N	PCDHGA6__81130	Y	auto_filled_from_archiveSummary
j14876	j14876.raw	Intensity	Intensity j14876	81130	A10	A	j14876	AXIN2	81130	N	AXIN2__81130	Y	auto_filled_from_archiveSummary
j14878	j14878.raw	Intensity	Intensity j14878	81130	C01	A	j14878	VEZT	81130	N	VEZT__81130	Y	auto_filled_from_archiveSummary
j14880	j14880.raw	Intensity	Intensity j14880	81130	C04	A	j14880	PCDHB3	81130	N	PCDHB3__81130	Y	auto_filled_from_archiveSummary
j14881	j14881.raw	Intensity	Intensity j14881	81130	C05	A	j14881	RGL1	81130	N	RGL1__81130	Y	auto_filled_from_archiveSummary
j14884	j14884.raw	Intensity	Intensity j14884	81130	C09	A	j14884	ABTB2	81130	N	ABTB2__81130	Y	auto_filled_from_archiveSummary
j14885	j14885.raw	Intensity	Intensity j14885	81130	C11	A	j14885	DNM2	81130	N	DNM2__81130	Y	auto_filled_from_archiveSummary
j14889	j14889.raw	Intensity	Intensity j14889	81130	D11	B	j14889	DDHD1	81130	N	DDHD1__81130	Y	auto_filled_from_archiveSummary
j14890	j14890.raw	Intensity	Intensity j14890	81130	D10	B	j14890	TRPC3	81130	N	TRPC3__81130	Y	auto_filled_from_archiveSummary
j14891	j14891.raw	Intensity	Intensity j14891	81130	D08	B	j14891	KIF7	81130	N	KIF7__81130	Y	auto_filled_from_archiveSummary
j14893	j14893.raw	Intensity	Intensity j14893	81130	D06	B	j14893	PCDHA8	81130	N	PCDHA8__81130	Y	auto_filled_from_archiveSummary
j14894	j14894.raw	Intensity	Intensity j14894	81130	D05	B	j14894	TMEM63C	81130	N	TMEM63C__81130	Y	auto_filled_from_archiveSummary
j14895	j14895.raw	Intensity	Intensity j14895	81130	D04	B	j14895	CASD1	81130	N	CASD1__81130	Y	auto_filled_from_archiveSummary
j14896	j14896.raw	Intensity	Intensity j14896	81130	D03	B	j14896	TRPV3	81130	N	TRPV3__81130	Y	auto_filled_from_archiveSummary
j14897	j14897.raw	Intensity	Intensity j14897	81130	D02	B	j14897	CPSF2	81130	N	CPSF2__81130	Y	auto_filled_from_archiveSummary
j14898	j14898.raw	Intensity	Intensity j14898	81130	D01	B	j14898	ZNF280C	81130	N	ZNF280C__81130	Y	auto_filled_from_archiveSummary
j14907	j14907.raw	Intensity	Intensity j14907	81130	G10	B	j14907	KIAA1274	81130	N	KIAA1274__81130	Y	auto_filled_from_archiveSummary
j14908	j14908.raw	Intensity	Intensity j14908	81130	G09	B	j14908	TRIM6-TRIM34	81130	N	TRIM6-TRIM34__81130	Y	auto_filled_from_archiveSummary
j14909	j14909.raw	Intensity	Intensity j14909	81130	G08	B	j14909	SEMA4C	81130	N	SEMA4C__81130	Y	auto_filled_from_archiveSummary
j14910	j14910.raw	Intensity	Intensity j14910	81130	G06	B	j14910	DLG3	81130	N	DLG3__81130	Y	auto_filled_from_archiveSummary
j14911	j14911.raw	Intensity	Intensity j14911	81130	G05	B	j14911	PCDHA11	81130	N	PCDHA11__81130	Y	auto_filled_from_archiveSummary
j14912	j14912.raw	Intensity	Intensity j14912	81130	G03	B	j14912	ANKRD56	81130	N	ANKRD56__81130	Y	auto_filled_from_archiveSummary
j14913	j14913.raw	Intensity	Intensity j14913	81130	G01	B	j14913	SYNPO2L	81130	N	SYNPO2L__81130	Y	auto_filled_from_archiveSummary
j14914	j14914.raw	Intensity	Intensity j14914	81130	H01	A	j14914	SEMA3E	81130	N	SEMA3E__81130	Y	auto_filled_from_archiveSummary
j14915	j14915.raw	Intensity	Intensity j14915	81130	H05	A	j14915	PLG	81130	N	PLG__81130	Y	auto_filled_from_archiveSummary
j14916	j14916.raw	Intensity	Intensity j14916	81130	H07	A	j14916	TXNDC16	81130	N	TXNDC16__81130	Y	auto_filled_from_archiveSummary
j14917	j14917.raw	Intensity	Intensity j14917	81130	H11	A	j14917	SLC9A5	81130	N	SLC9A5__81130	Y	auto_filled_from_archiveSummary
j15092	j15092.raw	Intensity	Intensity j15092	81130	H10	B	j15092	EIF2C1	81130	N	EIF2C1__81130	Y	auto_filled_from_archiveSummary
j15093	j15093.raw	Intensity	Intensity j15093	81130	H09	B	j15093	RBM25	81130	N	RBM25__81130	Y	auto_filled_from_archiveSummary
j15094	j15094.raw	Intensity	Intensity j15094	81130	H08	B	j15094	ACAP3	81130	N	ACAP3__81130	Y	auto_filled_from_archiveSummary
j15095	j15095.raw	Intensity	Intensity j15095	81130	H06	B	j15095	PCDHGA7	81130	N	PCDHGA7__81130	Y	auto_filled_from_archiveSummary
j15096	j15096.raw	Intensity	Intensity j15096	81130	H04	B	j15096	DPP6	81130	N	DPP6__81130	Y	auto_filled_from_archiveSummary
j15097	j15097.raw	Intensity	Intensity j15097	81130	H03	B	j15097	BRD4	81130	N	BRD4__81130	Y	auto_filled_from_archiveSummary
j15098	j15098.raw	Intensity	Intensity j15098	81130	H02	B	j15098	TBC1D2B	81130	N	TBC1D2B__81130	Y	auto_filled_from_archiveSummary
j15100	j15100.raw	Intensity	Intensity j15100	81130	G07	B	j15100	NPAS2	81130	N	NPAS2__81130	Y	auto_filled_from_archiveSummary
j15101	j15101.raw	Intensity	Intensity j15101	81130	G04	B	j15101	TFR2	81130	N	TFR2__81130	Y	auto_filled_from_archiveSummary
j15102	j15102.raw	Intensity	Intensity j15102	81130	G02	B	j15102	TLR1	81130	N	TLR1__81130	Y	auto_filled_from_archiveSummary
j15105	j15105.raw	Intensity	Intensity j15105	81130	F12	B	j15105	ANKLE2	81130	N	ANKLE2__81130	Y	auto_filled_from_archiveSummary
j15106	j15106.raw	Intensity	Intensity j15106	81130	F10	B	j15106	BICD2	81130	N	BICD2__81130	Y	auto_filled_from_archiveSummary
j15107	j15107.raw	Intensity	Intensity j15107	81130	F08	B	j15107	DISC1	81130	N	DISC1__81130	Y	auto_filled_from_archiveSummary
j15109	j15109.raw	Intensity	Intensity j15109	81130	F03	B	j15109	GPAT2	81130	N	GPAT2__81130	Y	auto_filled_from_archiveSummary
j15111	j15111.raw	Intensity	Intensity j15111	81130	E12	B	j15111	MATN2	81130	N	MATN2__81130	Y	auto_filled_from_archiveSummary
j15115	j15115.raw	Intensity	Intensity j15115	81130	E05	B	j15115	SPON1	81130	N	SPON1__81130	Y	auto_filled_from_archiveSummary
j15116	j15116.raw	Intensity	Intensity j15116	81130	A11	B	j15116	PIPSL	81130	N	PIPSL__81130	Y	auto_filled_from_archiveSummary
j15120	j15120.raw	Intensity	Intensity j15120	81130	H03	C	j15120	BRD4	81130	N	BRD4__81130	Y	auto_filled_from_archiveSummary
j15121	j15121.raw	Intensity	Intensity j15121	81130	H06	C	j15121	PCDHGA7	81130	N	PCDHGA7__81130	Y	auto_filled_from_archiveSummary
j15122	j15122.raw	Intensity	Intensity j15122	81130	H08	C	j15122	ACAP3	81130	N	ACAP3__81130	Y	auto_filled_from_archiveSummary
j15150	j15150.raw	Intensity	Intensity j15150	81130	F11	C	j15150	PHF14	81130	N	PHF14__81130	Y	auto_filled_from_archiveSummary
j15151	j15151.raw	Intensity	Intensity j15151	81130	E05	C	j15151	SPON1	81130	N	SPON1__81130	Y	auto_filled_from_archiveSummary
j18265	j18265.raw	Intensity	Intensity j18265	81033PEI	F02	C	j18265	C19orf66	81033PEI	N	C19orf66__81033PEI	Y	auto_filled_from_archiveSummary
j19865	j19865.raw	Intensity	Intensity j19865	OC2119	B09	C	j19865	KRT39	OC2119	N	KRT39__OC2119	Y	auto_filled_from_archiveSummary
j3706	j3706.raw	Intensity	Intensity j3706	71PEI2	A01	A	j3706	PSRC1	71PEI2	N	PSRC1__71PEI2	Y	auto_filled_from_archiveSummary
j3709	j3709.raw	Intensity	Intensity j3709	71PEI2	A04	A	j3709	MAB21L3	71PEI2	N	MAB21L3__71PEI2	Y	auto_filled_from_archiveSummary
j3710	j3710.raw	Intensity	Intensity j3710	71PEI2	A05	A	j3710	RIC3	71PEI2	N	RIC3__71PEI2	Y	auto_filled_from_archiveSummary
j3711	j3711.raw	Intensity	Intensity j3711	71PEI2	A06	A	j3711	INHA	71PEI2	N	INHA__71PEI2	Y	auto_filled_from_archiveSummary
j3712	j3712.raw	Intensity	Intensity j3712	71PEI2	A07	A	j3712	USP46	71PEI2	N	USP46__71PEI2	Y	auto_filled_from_archiveSummary
j3713	j3713.raw	Intensity	Intensity j3713	71PEI2	A08	A	j3713	ZDHHC9	71PEI2	N	ZDHHC9__71PEI2	Y	auto_filled_from_archiveSummary
j3714	j3714.raw	Intensity	Intensity j3714	71PEI2	A09	A	j3714	LMX1B	71PEI2	N	LMX1B__71PEI2	Y	auto_filled_from_archiveSummary
j3740	j3740.raw	Intensity	Intensity j3740	71PEI2	B06	B	j3740	VSX1	71PEI2	N	VSX1__71PEI2	Y	auto_filled_from_archiveSummary
j3741	j3741.raw	Intensity	Intensity j3741	71PEI2	B04	A	j3741	NHLRC2	71PEI2	N	NHLRC2__71PEI2	Y	auto_filled_from_archiveSummary
j3742	j3742.raw	Intensity	Intensity j3742	71PEI2	B07	A	j3742	POLE	71PEI2	N	POLE__71PEI2	Y	auto_filled_from_archiveSummary
j3754	j3754.raw	Intensity	Intensity j3754	71PEI2	E01	A	j3754	FKSG43	71PEI2	N	FKSG43__71PEI2	Y	auto_filled_from_archiveSummary
j3755	j3755.raw	Intensity	Intensity j3755	71PEI2	E03	A	j3755	CDCA7	71PEI2	N	CDCA7__71PEI2	Y	auto_filled_from_archiveSummary
j3756	j3756.raw	Intensity	Intensity j3756	71PEI2	E05	A	j3756	NXF5	71PEI2	N	NXF5__71PEI2	Y	auto_filled_from_archiveSummary
j3759	j3759.raw	Intensity	Intensity j3759	71PEI2	E11	A	j3759	RAE1	71PEI2	N	RAE1__71PEI2	Y	auto_filled_from_archiveSummary
j3771	j3771.raw	Intensity	Intensity j3771	71PEI2	C04	A	j3771	CXCR7	71PEI2	N	CXCR7__71PEI2	Y	auto_filled_from_archiveSummary
j3772	j3772.raw	Intensity	Intensity j3772	71PEI2	C05	A	j3772	TSSK1B	71PEI2	N	TSSK1B__71PEI2	Y	auto_filled_from_archiveSummary
j3775	j3775.raw	Intensity	Intensity j3775	71PEI2	C08	A	j3775	POPDC2	71PEI2	N	POPDC2__71PEI2	Y	auto_filled_from_archiveSummary
j4184	j4184.raw	Intensity	Intensity j4184	81059PEI	B01	A	j4184	CNN1	81059PEI	N	CNN1__81059PEI	Y	auto_filled_from_archiveSummary
j4185	j4185.raw	Intensity	Intensity j4185	81059PEI	B02	A	j4185	NOSIP	81059PEI	N	NOSIP__81059PEI	Y	auto_filled_from_archiveSummary
j4186	j4186.raw	Intensity	Intensity j4186	81059PEI	B03	A	j4186	SETD3	81059PEI	N	SETD3__81059PEI	Y	auto_filled_from_archiveSummary
j4190	j4190.raw	Intensity	Intensity j4190	81059PEI	B07	A	j4190	ZNF277	81059PEI	N	ZNF277__81059PEI	Y	auto_filled_from_archiveSummary
j4191	j4191.raw	Intensity	Intensity j4191	81059PEI	B08	A	j4191	POPDC3	81059PEI	N	POPDC3__81059PEI	Y	auto_filled_from_archiveSummary
j4192	j4192.raw	Intensity	Intensity j4192	81059PEI	B09	A	j4192	CCDC146	81059PEI	N	CCDC146__81059PEI	Y	auto_filled_from_archiveSummary
j4193	j4193.raw	Intensity	Intensity j4193	81059PEI	B10	A	j4193	WDR92	81059PEI	N	WDR92__81059PEI	Y	auto_filled_from_archiveSummary
j4194	j4194.raw	Intensity	Intensity j4194	81059PEI	B11	A	j4194	RASSF6	81059PEI	N	RASSF6__81059PEI	Y	auto_filled_from_archiveSummary
j4195	j4195.raw	Intensity	Intensity j4195	81059PEI	B12	A	j4195	ITGA4	81059PEI	N	ITGA4__81059PEI	Y	auto_filled_from_archiveSummary
j4210	j4210.raw	Intensity	Intensity j4210	81059PEI	C02	A	j4210	GK5	81059PEI	N	GK5__81059PEI	Y	auto_filled_from_archiveSummary
