sample_id	raw_file_name	quant_type	source_column	bait_name	condition	is_control	replicate_group	keep	notes
b9647	b9647.raw	Intensity	Intensity b9647	SCFD2	81110	N	SCFD2__81110	Y	platewell=G05; replicate=B
b9958	b9958.raw	Intensity	Intensity b9958	DBF4	81110	N	DBF4__81110	Y	platewell=C09; replicate=C
b9959	b9959.raw	Intensity	Intensity b9959	RHPN1	81110	N	RHPN1__81110	Y	platewell=E06; replicate=C
b9960	b9960.raw	Intensity	Intensity b9960	PRKG1	81110	N	PRKG1__81110	Y	platewell=E08; replicate=C
b9962	b9962.raw	Intensity	Intensity b9962	ANXA6	81110	N	ANXA6__81110	Y	platewell=F05; replicate=A
j10274	j10274.raw	Intensity	Intensity j10274	ZNF428	81045PEI	N	ZNF428__81045PEI	Y	platewell=A01; replicate=A
j10275	j10275.raw	Intensity	Intensity j10275	RAB28	81045PEI	N	RAB28__81045PEI	Y	platewell=A02; replicate=A
j10277	j10277.raw	Intensity	Intensity j10277	EXOG	81045PEI	N	EXOG__81045PEI	Y	platewell=A04; replicate=A
j10279	j10279.raw	Intensity	Intensity j10279	LIM2	81045PEI	N	LIM2__81045PEI	Y	platewell=A07; replicate=A
j10280	j10280.raw	Intensity	Intensity j10280	TM2D2	81045PEI	N	TM2D2__81045PEI	Y	platewell=A09; replicate=A
j10281	j10281.raw	Intensity	Intensity j10281	PRR20A	81045PEI	N	PRR20A__81045PEI	Y	platewell=A10; replicate=A
j10282	j10282.raw	Intensity	Intensity j10282	UBAC2	81045PEI	N	UBAC2__81045PEI	Y	platewell=A11; replicate=A
j10286	j10286.raw	Intensity	Intensity j10286	NKAIN4	81045PEI	N	NKAIN4__81045PEI	Y	platewell=E01; replicate=A
j10287	j10287.raw	Intensity	Intensity j10287	PRR16	81045PEI	N	PRR16__81045PEI	Y	platewell=E02; replicate=A
j10288	j10288.raw	Intensity	Intensity j10288	DKK4	81045PEI	N	DKK4__81045PEI	Y	platewell=E03; replicate=A
j10290	j10290.raw	Intensity	Intensity j10290	SPATA12	81045PEI	N	SPATA12__81045PEI	Y	platewell=E05; replicate=A
j10292	j10292.raw	Intensity	Intensity j10292	PRG3	81045PEI	N	PRG3__81045PEI	Y	platewell=E07; replicate=A
j10293	j10293.raw	Intensity	Intensity j10293	CRYBB3	81045PEI	N	CRYBB3__81045PEI	Y	platewell=E08; replicate=A
j10294	j10294.raw	Intensity	Intensity j10294	HIST1H1E	81045PEI	N	HIST1H1E__81045PEI	Y	platewell=E09; replicate=A
j10295	j10295.raw	Intensity	Intensity j10295	CSN2	81045PEI	N	CSN2__81045PEI	Y	platewell=E10; replicate=A
j10296	j10296.raw	Intensity	Intensity j10296	OAZ3	81045PEI	N	OAZ3__81045PEI	Y	platewell=E11; replicate=A
j10300	j10300.raw	Intensity	Intensity j10300	MAU2	81045PEI	N	MAU2__81045PEI	Y	platewell=C12; replicate=B
j10302	j10302.raw	Intensity	Intensity j10302	CRP	81045PEI	N	CRP__81045PEI	Y	platewell=C10; replicate=B
j10303	j10303.raw	Intensity	Intensity j10303	MOBKL2C	81045PEI	N	MOBKL2C__81045PEI	Y	platewell=C09; replicate=B
j10304	j10304.raw	Intensity	Intensity j10304	TNNI3	81045PEI	N	TNNI3__81045PEI	Y	platewell=C08; replicate=B
j10306	j10306.raw	Intensity	Intensity j10306	IFNA4	81045PEI	N	IFNA4__81045PEI	Y	platewell=C05; replicate=B
j10307	j10307.raw	Intensity	Intensity j10307	TTLL9	81045PEI	N	TTLL9__81045PEI	Y	platewell=C04; replicate=B
j10309	j10309.raw	Intensity	Intensity j10309	SOCS3	81045PEI	N	SOCS3__81045PEI	Y	platewell=C02; replicate=B
j10310	j10310.raw	Intensity	Intensity j10310	RAB15	81045PEI	N	RAB15__81045PEI	Y	platewell=C01; replicate=B
j10313	j10313.raw	Intensity	Intensity j10313	CNTF	81045PEI	N	CNTF__81045PEI	Y	platewell=F11; replicate=B
j10314	j10314.raw	Intensity	Intensity j10314	SULT1C4	81045PEI	N	SULT1C4__81045PEI	Y	platewell=F10; replicate=B
j10315	j10315.raw	Intensity	Intensity j10315	ARHGEF38	81045PEI	N	ARHGEF38__81045PEI	Y	platewell=F09; replicate=B
j10316	j10316.raw	Intensity	Intensity j10316	BAG2	81045PEI	N	BAG2__81045PEI	Y	platewell=F08; replicate=B
j10317	j10317.raw	Intensity	Intensity j10317	BCL7A	81045PEI	N	BCL7A__81045PEI	Y	platewell=F07; replicate=B
j10318	j10318.raw	Intensity	Intensity j10318	IL29	81045PEI	N	IL29__81045PEI	Y	platewell=F06; replicate=B
j10319	j10319.raw	Intensity	Intensity j10319	C9orf139	81045PEI	N	C9orf139__81045PEI	Y	platewell=F05; replicate=B
j10320	j10320.raw	Intensity	Intensity j10320	HTR3D	81045PEI	N	HTR3D__81045PEI	Y	platewell=F04; replicate=B
j10327	j10327.raw	Intensity	Intensity j10327	NEK2	81045PEI	N	NEK2__81045PEI	Y	platewell=B12; replicate=B
j10328	j10328.raw	Intensity	Intensity j10328	IL22RA2	81045PEI	N	IL22RA2__81045PEI	Y	platewell=B11; replicate=B
j10330	j10330.raw	Intensity	Intensity j10330	RAB5C	81045PEI	N	RAB5C__81045PEI	Y	platewell=B09; replicate=B
j10331	j10331.raw	Intensity	Intensity j10331	DTD1	81045PEI	N	DTD1__81045PEI	Y	platewell=B08; replicate=B
j10332	j10332.raw	Intensity	Intensity j10332	RAB41	81045PEI	N	RAB41__81045PEI	Y	platewell=B07; replicate=B
j10333	j10333.raw	Intensity	Intensity j10333	IFNW1	81045PEI	N	IFNW1__81045PEI	Y	platewell=B06; replicate=B
j10334	j10334.raw	Intensity	Intensity j10334	TMEM182	81045PEI	N	TMEM182__81045PEI	Y	platewell=B04; replicate=B
j10335	j10335.raw	Intensity	Intensity j10335	RIT1	81045PEI	N	RIT1__81045PEI	Y	platewell=B03; replicate=B
j10336	j10336.raw	Intensity	Intensity j10336	GJB7	81045PEI	N	GJB7__81045PEI	Y	platewell=B02; replicate=B
j10337	j10337.raw	Intensity	Intensity j10337	YAF2	81045PEI	N	YAF2__81045PEI	Y	platewell=B01; replicate=B
j10342	j10342.raw	Intensity	Intensity j10342	C12orf69	81045PEI	N	C12orf69__81045PEI	Y	platewell=G03; replicate=A
j10343	j10343.raw	Intensity	Intensity j10343	SYNGR4	81045PEI	N	SYNGR4__81045PEI	Y	platewell=G04; replicate=A
j10344	j10344.raw	Intensity	Intensity j10344	OFCC1	81045PEI	N	OFCC1__81045PEI	Y	platewell=G07; replicate=A
j10345	j10345.raw	Intensity	Intensity j10345	ASB14	81045PEI	N	ASB14__81045PEI	Y	platewell=G10; replicate=A
j10363	j10363.raw	Intensity	Intensity j10363	REEP1	81045PEI	N	REEP1__81045PEI	Y	platewell=H11; replicate=B
j10364	j10364.raw	Intensity	Intensity j10364	C19orf39	81045PEI	N	C19orf39__81045PEI	Y	platewell=H10; replicate=B
j10365	j10365.raw	Intensity	Intensity j10365	C18orf21	81045PEI	N	C18orf21__81045PEI	Y	platewell=H09; replicate=B
j10366	j10366.raw	Intensity	Intensity j10366	C3orf43	81045PEI	N	C3orf43__81045PEI	Y	platewell=H08; replicate=B
j10367	j10367.raw	Intensity	Intensity j10367	C9orf106	81045PEI	N	C9orf106__81045PEI	Y	platewell=H07; replicate=B
j10368	j10368.raw	Intensity	Intensity j10368	BCL2L2	81045PEI	N	BCL2L2__81045PEI	Y	platewell=H05; replicate=B
j10369	j10369.raw	Intensity	Intensity j10369	TICAM2	81045PEI	N	TICAM2__81045PEI	Y	platewell=H04; replicate=B
j10370	j10370.raw	Intensity	Intensity j10370	CD79A	81045PEI	N	CD79A__81045PEI	Y	platewell=H03; replicate=B
j10371	j10371.raw	Intensity	Intensity j10371	C11orf85	81045PEI	N	C11orf85__81045PEI	Y	platewell=H02; replicate=B
j10382	j10382.raw	Intensity	Intensity j10382	CRISPLD1	81094	N	CRISPLD1__81094	Y	platewell=A01; replicate=A
j10383	j10383.raw	Intensity	Intensity j10383	TRAF2	81094	N	TRAF2__81094	Y	platewell=A02; replicate=A
j10384	j10384.raw	Intensity	Intensity j10384	INTS4	81094	N	INTS4__81094	Y	platewell=A03; replicate=A
j10385	j10385.raw	Intensity	Intensity j10385	DHX30	81094	N	DHX30__81094	Y	platewell=A04; replicate=A
j10386	j10386.raw	Intensity	Intensity j10386	PLB1	81094	N	PLB1__81094	Y	platewell=A05; replicate=A
j10387	j10387.raw	Intensity	Intensity j10387	ANGPT2	81094	N	ANGPT2__81094	Y	platewell=A06; replicate=A
j10388	j10388.raw	Intensity	Intensity j10388	THUMPD3	81094	N	THUMPD3__81094	Y	platewell=A07; replicate=A
j10389	j10389.raw	Intensity	Intensity j10389	CHD2	81094	N	CHD2__81094	Y	platewell=A08; replicate=A
j10390	j10390.raw	Intensity	Intensity j10390	GDF5	81094	N	GDF5__81094	Y	platewell=A09; replicate=A
j10391	j10391.raw	Intensity	Intensity j10391	RFTN2	81094	N	RFTN2__81094	Y	platewell=A10; replicate=A
j10392	j10392.raw	Intensity	Intensity j10392	CYP2A7	81094	N	CYP2A7__81094	Y	platewell=A11; replicate=A
j10393	j10393.raw	Intensity	Intensity j10393	ZSCAN22	81094	N	ZSCAN22__81094	Y	platewell=A12; replicate=A
j10396	j10396.raw	Intensity	Intensity j10396	CYP3A5	81094	N	CYP3A5__81094	Y	platewell=B01; replicate=A
j10397	j10397.raw	Intensity	Intensity j10397	PDHX	81094	N	PDHX__81094	Y	platewell=B03; replicate=A
j10398	j10398.raw	Intensity	Intensity j10398	SHMT2	81094	N	SHMT2__81094	Y	platewell=B04; replicate=A
j10399	j10399.raw	Intensity	Intensity j10399	SLC24A5	81094	N	SLC24A5__81094	Y	platewell=B06; replicate=A
j10400	j10400.raw	Intensity	Intensity j10400	NF2	81094	N	NF2__81094	Y	platewell=B07; replicate=A
j10401	j10401.raw	Intensity	Intensity j10401	TFCP2	81094	N	TFCP2__81094	Y	platewell=B08; replicate=A
j10402	j10402.raw	Intensity	Intensity j10402	C10orf2	81094	N	C10orf2__81094	Y	platewell=B09; replicate=A
j10403	j10403.raw	Intensity	Intensity j10403	HHAT	81094	N	HHAT__81094	Y	platewell=B11; replicate=A
j10404	j10404.raw	Intensity	Intensity j10404	SMYD1	81094	N	SMYD1__81094	Y	platewell=B12; replicate=A
j10407	j10407.raw	Intensity	Intensity j10407	ALDH1L1	81094	N	ALDH1L1__81094	Y	platewell=F01; replicate=A
j10408	j10408.raw	Intensity	Intensity j10408	KLHL29	81094	N	KLHL29__81094	Y	platewell=F02; replicate=A
j10409	j10409.raw	Intensity	Intensity j10409	PSMD5	81094	N	PSMD5__81094	Y	platewell=F03; replicate=A
j10410	j10410.raw	Intensity	Intensity j10410	WASL	81094	N	WASL__81094	Y	platewell=F04; replicate=A
j10411	j10411.raw	Intensity	Intensity j10411	SLC2A6	81094	N	SLC2A6__81094	Y	platewell=F05; replicate=A
j10412	j10412.raw	Intensity	Intensity j10412	CDC20	81094	N	CDC20__81094	Y	platewell=F07; replicate=A
j10413	j10413.raw	Intensity	Intensity j10413	HARS2	81094	N	HARS2__81094	Y	platewell=F08; replicate=A
j10414	j10414.raw	Intensity	Intensity j10414	AMIGO3	81094	N	AMIGO3__81094	Y	platewell=F09; replicate=A
j10419	j10419.raw	Intensity	Intensity j10419	KCNJ3	81094	N	KCNJ3__81094	Y	platewell=G02; replicate=A
j10420	j10420.raw	Intensity	Intensity j10420	ACCS	81094	N	ACCS__81094	Y	platewell=G03; replicate=A
j10421	j10421.raw	Intensity	Intensity j10421	ACVRL1	81094	N	ACVRL1__81094	Y	platewell=G05; replicate=A
j10422	j10422.raw	Intensity	Intensity j10422	ANXA11	81094	N	ANXA11__81094	Y	platewell=G06; replicate=A
j10423	j10423.raw	Intensity	Intensity j10423	CLCC1	81094	N	CLCC1__81094	Y	platewell=G07; replicate=A
j10424	j10424.raw	Intensity	Intensity j10424	CYP2E1	81094	N	CYP2E1__81094	Y	platewell=G08; replicate=A
j10425	j10425.raw	Intensity	Intensity j10425	FMN1	81094	N	FMN1__81094	Y	platewell=G09; replicate=A
j10426	j10426.raw	Intensity	Intensity j10426	OXA1L	81094	N	OXA1L__81094	Y	platewell=G10; replicate=A
j10427	j10427.raw	Intensity	Intensity j10427	TXNRD2	81094	N	TXNRD2__81094	Y	platewell=G11; replicate=A
j10431	j10431.raw	Intensity	Intensity j10431	PRKAG3	81094	N	PRKAG3__81094	Y	platewell=E12; replicate=B
j10432	j10432.raw	Intensity	Intensity j10432	ZNF517	81094	N	ZNF517__81094	Y	platewell=E11; replicate=B
j10433	j10433.raw	Intensity	Intensity j10433	LIPC	81094	N	LIPC__81094	Y	platewell=E10; replicate=B
j10434	j10434.raw	Intensity	Intensity j10434	TTC7A	81094	N	TTC7A__81094	Y	platewell=E09; replicate=B
j10435	j10435.raw	Intensity	Intensity j10435	FAM114A2	81094	N	FAM114A2__81094	Y	platewell=E08; replicate=B
j10436	j10436.raw	Intensity	Intensity j10436	ZSCAN5A	81094	N	ZSCAN5A__81094	Y	platewell=E07; replicate=B
j10437	j10437.raw	Intensity	Intensity j10437	CAMKV	81094	N	CAMKV__81094	Y	platewell=E06; replicate=B
j10438	j10438.raw	Intensity	Intensity j10438	AGXT2L1	81094	N	AGXT2L1__81094	Y	platewell=E05; replicate=B
j10439	j10439.raw	Intensity	Intensity j10439	LIPG	81094	N	LIPG__81094	Y	platewell=E04; replicate=B
j10440	j10440.raw	Intensity	Intensity j10440	EPB41L5	81094	N	EPB41L5__81094	Y	platewell=E02; replicate=B
j10441	j10441.raw	Intensity	Intensity j10441	ZC3HC1	81094	N	ZC3HC1__81094	Y	platewell=E01; replicate=B
j10445	j10445.raw	Intensity	Intensity j10445	SLC2A5	81094	N	SLC2A5__81094	Y	platewell=H07; replicate=B
j10447	j10447.raw	Intensity	Intensity j10447	CCDC88C	81094	N	CCDC88C__81094	Y	platewell=H05; replicate=B
j10448	j10448.raw	Intensity	Intensity j10448	TEKT3	81094	N	TEKT3__81094	Y	platewell=H04; replicate=B
j10449	j10449.raw	Intensity	Intensity j10449	PNPLA2	81094	N	PNPLA2__81094	Y	platewell=H03; replicate=B
j10450	j10450.raw	Intensity	Intensity j10450	CYP2S1	81094	N	CYP2S1__81094	Y	platewell=H02; replicate=B
j10488	j10488.raw	Intensity	Intensity j10488	NEU4	81094	N	NEU4__81094	Y	platewell=H10; replicate=B
j10489	j10489.raw	Intensity	Intensity j10489	UBAP1	81094	N	UBAP1__81094	Y	platewell=H09; replicate=B
j10538	j10538.raw	Intensity	Intensity j10538	PLK1S1	81110	N	PLK1S1__81110	Y	platewell=B12; replicate=B
j10539	j10539.raw	Intensity	Intensity j10539	PRDM1	81110	N	PRDM1__81110	Y	platewell=B11; replicate=B
j10540	j10540.raw	Intensity	Intensity j10540	FANCM	81110	N	FANCM__81110	Y	platewell=B10; replicate=B
j10541	j10541.raw	Intensity	Intensity j10541	DPYSL3	81110	N	DPYSL3__81110	Y	platewell=B08; replicate=B
j10542	j10542.raw	Intensity	Intensity j10542	LZTS2	81110	N	LZTS2__81110	Y	platewell=B07; replicate=B
j10543	j10543.raw	Intensity	Intensity j10543	BMX	81110	N	BMX__81110	Y	platewell=B06; replicate=B
j10544	j10544.raw	Intensity	Intensity j10544	KIF2B	81110	N	KIF2B__81110	Y	platewell=B05; replicate=B
j10545	j10545.raw	Intensity	Intensity j10545	ACSBG2	81110	N	ACSBG2__81110	Y	platewell=B04; replicate=B
j10546	j10546.raw	Intensity	Intensity j10546	NCSTN	81110	N	NCSTN__81110	Y	platewell=B02; replicate=B
j10547	j10547.raw	Intensity	Intensity j10547	RNF6	81110	N	RNF6__81110	Y	platewell=B01; replicate=B
j10550	j10550.raw	Intensity	Intensity j10550	ACOX2	81110	N	ACOX2__81110	Y	platewell=E01; replicate=A
j10551	j10551.raw	Intensity	Intensity j10551	POLR3E	81110	N	POLR3E__81110	Y	platewell=E02; replicate=A
j10554	j10554.raw	Intensity	Intensity j10554	DDX31	81110	N	DDX31__81110	Y	platewell=E09; replicate=A
j10555	j10555.raw	Intensity	Intensity j10555	KIF2A	81110	N	KIF2A__81110	Y	platewell=E10; replicate=A
j10556	j10556.raw	Intensity	Intensity j10556	TRPM8	81110	N	TRPM8__81110	Y	platewell=E11; replicate=A
j10557	j10557.raw	Intensity	Intensity j10557	CAPN13	81110	N	CAPN13__81110	Y	platewell=E12; replicate=A
j10560	j10560.raw	Intensity	Intensity j10560	PRKCA	81110	N	PRKCA__81110	Y	platewell=D12; replicate=B
j10561	j10561.raw	Intensity	Intensity j10561	PCDHA10	81110	N	PCDHA10__81110	Y	platewell=D11; replicate=B
j10562	j10562.raw	Intensity	Intensity j10562	LCA5L	81110	N	LCA5L__81110	Y	platewell=D10; replicate=B
j10564	j10564.raw	Intensity	Intensity j10564	HSPA9	81110	N	HSPA9__81110	Y	platewell=D07; replicate=B
j10565	j10565.raw	Intensity	Intensity j10565	FBXO30	81110	N	FBXO30__81110	Y	platewell=D06; replicate=B
j10566	j10566.raw	Intensity	Intensity j10566	FBXL5	81110	N	FBXL5__81110	Y	platewell=D05; replicate=B
j10567	j10567.raw	Intensity	Intensity j10567	GFPT2	81110	N	GFPT2__81110	Y	platewell=D04; replicate=B
j10568	j10568.raw	Intensity	Intensity j10568	CIRH1A	81110	N	CIRH1A__81110	Y	platewell=D03; replicate=B
j10569	j10569.raw	Intensity	Intensity j10569	CD6	81110	N	CD6__81110	Y	platewell=D02; replicate=B
j10572	j10572.raw	Intensity	Intensity j10572	ANXA6	81110	N	ANXA6__81110	Y	platewell=F05; replicate=B
j10573	j10573.raw	Intensity	Intensity j10573	TNXB	81110	N	TNXB__81110	Y	platewell=F04; replicate=B
j10574	j10574.raw	Intensity	Intensity j10574	PAK6	81110	N	PAK6__81110	Y	platewell=F03; replicate=B
j10575	j10575.raw	Intensity	Intensity j10575	ATMIN	81110	N	ATMIN__81110	Y	platewell=F02; replicate=B
j10576	j10576.raw	Intensity	Intensity j10576	OAS2	81110	N	OAS2__81110	Y	platewell=F01; replicate=B
j10778	j10778.raw	Intensity	Intensity j10778	FERMT2	81110	N	FERMT2__81110	Y	platewell=H10; replicate=B
j10779	j10779.raw	Intensity	Intensity j10779	ALOX15B	81110	N	ALOX15B__81110	Y	platewell=H09; replicate=B
j10780	j10780.raw	Intensity	Intensity j10780	MPP5	81110	N	MPP5__81110	Y	platewell=H08; replicate=B
j10781	j10781.raw	Intensity	Intensity j10781	TP63	81110	N	TP63__81110	Y	platewell=H07; replicate=B
j10782	j10782.raw	Intensity	Intensity j10782	GLB1	81110	N	GLB1__81110	Y	platewell=H06; replicate=B
j10783	j10783.raw	Intensity	Intensity j10783	SYDE1	81110	N	SYDE1__81110	Y	platewell=H05; replicate=B
j10784	j10784.raw	Intensity	Intensity j10784	RPH3A	81110	N	RPH3A__81110	Y	platewell=H04; replicate=B
j10785	j10785.raw	Intensity	Intensity j10785	SH3KBP1	81110	N	SH3KBP1__81110	Y	platewell=H03; replicate=B
j10786	j10786.raw	Intensity	Intensity j10786	WDTC1	81110	N	WDTC1__81110	Y	platewell=H02; replicate=B
j10787	j10787.raw	Intensity	Intensity j10787	SCEL	81110	N	SCEL__81110	Y	platewell=H01; replicate=B
j10936	j10936.raw	Intensity	Intensity j10936	OXA1L	81094	N	OXA1L__81094	Y	platewell=G10; replicate=C
j10937	j10937.raw	Intensity	Intensity j10937	CYP2E1	81094	N	CYP2E1__81094	Y	platewell=G08; replicate=C
j13305	j13305.raw	Intensity	Intensity j13305	NOP2	81131	N	NOP2__81131	Y	platewell=A01; replicate=A
j13306	j13306.raw	Intensity	Intensity j13306	NAA15	81131	N	NAA15__81131	Y	platewell=A02; replicate=A
j13307	j13307.raw	Intensity	Intensity j13307	GTF3C3	81131	N	GTF3C3__81131	Y	platewell=A03; replicate=A
j13308	j13308.raw	Intensity	Intensity j13308	SLC14A2	81131	N	SLC14A2__81131	Y	platewell=A04; replicate=A
j13309	j13309.raw	Intensity	Intensity j13309	ENPEP	81131	N	ENPEP__81131	Y	platewell=A05; replicate=A
j13310	j13310.raw	Intensity	Intensity j13310	IGHMBP2	81131	N	IGHMBP2__81131	Y	platewell=A06; replicate=A
j13311	j13311.raw	Intensity	Intensity j13311	LLGL2	81131	N	LLGL2__81131	Y	platewell=A07; replicate=A
j13312	j13312.raw	Intensity	Intensity j13312	PPP2R3A	81131	N	PPP2R3A__81131	Y	platewell=A09; replicate=A
j13313	j13313.raw	Intensity	Intensity j13313	CGN	81131	N	CGN__81131	Y	platewell=A10; replicate=A
j13314	j13314.raw	Intensity	Intensity j13314	CGNL1	81131	N	CGNL1__81131	Y	platewell=A11; replicate=A
j13317	j13317.raw	Intensity	Intensity j13317	COPG	81131	N	COPG__81131	Y	platewell=B02; replicate=A
j13318	j13318.raw	Intensity	Intensity j13318	OCRL	81131	N	OCRL__81131	Y	platewell=B03; replicate=A
j13319	j13319.raw	Intensity	Intensity j13319	PLEKHG5	81131	N	PLEKHG5__81131	Y	platewell=B04; replicate=A
j13320	j13320.raw	Intensity	Intensity j13320	MAGEE1	81131	N	MAGEE1__81131	Y	platewell=B05; replicate=A
j13321	j13321.raw	Intensity	Intensity j13321	KANK4	81131	N	KANK4__81131	Y	platewell=B06; replicate=A
j13322	j13322.raw	Intensity	Intensity j13322	TUBGCP5	81131	N	TUBGCP5__81131	Y	platewell=B07; replicate=A
j13323	j13323.raw	Intensity	Intensity j13323	LRIG1	81131	N	LRIG1__81131	Y	platewell=B08; replicate=A
j13324	j13324.raw	Intensity	Intensity j13324	MAML2	81131	N	MAML2__81131	Y	platewell=B09; replicate=A
j13325	j13325.raw	Intensity	Intensity j13325	CHL1	81131	N	CHL1__81131	Y	platewell=B10; replicate=A
j13326	j13326.raw	Intensity	Intensity j13326	MAPK8IP3	81131	N	MAPK8IP3__81131	Y	platewell=B11; replicate=A
j13327	j13327.raw	Intensity	Intensity j13327	YBEY	81131	N	YBEY__81131	Y	platewell=B12; replicate=A
j13329	j13329.raw	Intensity	Intensity j13329	EXOC1	81131	N	EXOC1__81131	Y	platewell=C03; replicate=A
j13330	j13330.raw	Intensity	Intensity j13330	LRRCC1	81131	N	LRRCC1__81131	Y	platewell=C04; replicate=A
j13331	j13331.raw	Intensity	Intensity j13331	SART3	81131	N	SART3__81131	Y	platewell=C05; replicate=A
j13333	j13333.raw	Intensity	Intensity j13333	TRHDE	81131	N	TRHDE__81131	Y	platewell=C07; replicate=A
j13334	j13334.raw	Intensity	Intensity j13334	THBS2	81131	N	THBS2__81131	Y	platewell=C09; replicate=A
j13335	j13335.raw	Intensity	Intensity j13335	AGRP	81131	N	AGRP__81131	Y	platewell=C12; replicate=A
j13378	j13378.raw	Intensity	Intensity j13378	GANAB	81131	N	GANAB__81131	Y	platewell=D01; replicate=A
j13379	j13379.raw	Intensity	Intensity j13379	ANO6	81131	N	ANO6__81131	Y	platewell=D03; replicate=A
j13380	j13380.raw	Intensity	Intensity j13380	ERAP1	81131	N	ERAP1__81131	Y	platewell=D04; replicate=A
j13381	j13381.raw	Intensity	Intensity j13381	SYCP1	81131	N	SYCP1__81131	Y	platewell=D05; replicate=A
j13382	j13382.raw	Intensity	Intensity j13382	SEMA6D	81131	N	SEMA6D__81131	Y	platewell=D06; replicate=A
j13383	j13383.raw	Intensity	Intensity j13383	KRBA1	81131	N	KRBA1__81131	Y	platewell=D07; replicate=A
j13389	j13389.raw	Intensity	Intensity j13389	TLR5	81131	N	TLR5__81131	Y	platewell=F01; replicate=A
j13390	j13390.raw	Intensity	Intensity j13390	CHSY3	81131	N	CHSY3__81131	Y	platewell=F02; replicate=A
j13391	j13391.raw	Intensity	Intensity j13391	PCDHA9	81131	N	PCDHA9__81131	Y	platewell=F04; replicate=A
j13392	j13392.raw	Intensity	Intensity j13392	BMP1	81131	N	BMP1__81131	Y	platewell=F05; replicate=A
j13393	j13393.raw	Intensity	Intensity j13393	PHF20	81131	N	PHF20__81131	Y	platewell=F06; replicate=A
j13394	j13394.raw	Intensity	Intensity j13394	DCLRE1A	81131	N	DCLRE1A__81131	Y	platewell=F07; replicate=A
j13395	j13395.raw	Intensity	Intensity j13395	RANBP6	81131	N	RANBP6__81131	Y	platewell=F08; replicate=A
j13396	j13396.raw	Intensity	Intensity j13396	PTPN14	81131	N	PTPN14__81131	Y	platewell=F09; replicate=A
j13397	j13397.raw	Intensity	Intensity j13397	TECPR2	81131	N	TECPR2__81131	Y	platewell=F10; replicate=A
j13398	j13398.raw	Intensity	Intensity j13398	PTPRU	81131	N	PTPRU__81131	Y	platewell=F11; replicate=A
j13399	j13399.raw	Intensity	Intensity j13399	TRPC5	81131	N	TRPC5__81131	Y	platewell=F12; replicate=A
j13407	j13407.raw	Intensity	Intensity j13407	NSMAF	81131	N	NSMAF__81131	Y	platewell=G03; replicate=B
j13408	j13408.raw	Intensity	Intensity j13408	ECT2	81131	N	ECT2__81131	Y	platewell=G02; replicate=B
j14220	j14220.raw	Intensity	Intensity j14220	DEFB123	81002	N	DEFB123__81002	Y	platewell=D12; replicate=B
j14222	j14222.raw	Intensity	Intensity j14222	ST13	81002	N	ST13__81002	Y	platewell=D08; replicate=B
j14224	j14224.raw	Intensity	Intensity j14224	GNG10	81002	N	GNG10__81002	Y	platewell=D06; replicate=B
j14225	j14225.raw	Intensity	Intensity j14225	LST1	81002	N	LST1__81002	Y	platewell=D02; replicate=B
j14229	j14229.raw	Intensity	Intensity j14229	FAM165B	81002	N	FAM165B__81002	Y	platewell=C08; replicate=B
j14232	j14232.raw	Intensity	Intensity j14232	NDUFA1	81002	N	NDUFA1__81002	Y	platewell=C05; replicate=B
j14246	j14246.raw	Intensity	Intensity j14246	OAZ1	81002	N	OAZ1__81002	Y	platewell=F12; replicate=A
j14252	j14252.raw	Intensity	Intensity j14252	C5orf62	81002	N	C5orf62__81002	Y	platewell=G08; replicate=A
j14260	j14260.raw	Intensity	Intensity j14260	SBDSP1	81002	N	SBDSP1__81002	Y	platewell=H08; replicate=A
j14262	j14262.raw	Intensity	Intensity j14262	GNG5	81002	N	GNG5__81002	Y	platewell=H10; replicate=A
j14268	j14268.raw	Intensity	Intensity j14268	POLR2L	81002	N	POLR2L__81002	Y	platewell=E03; replicate=A
j14269	j14269.raw	Intensity	Intensity j14269	RPS28	81002	N	RPS28__81002	Y	platewell=E04; replicate=A
j14272	j14272.raw	Intensity	Intensity j14272	NBR2	81002	N	NBR2__81002	Y	platewell=E09; replicate=A
j14277	j14277.raw	Intensity	Intensity j14277	NOP10	81002	N	NOP10__81002	Y	platewell=B10; replicate=B
j14280	j14280.raw	Intensity	Intensity j14280	MRPL33	81002	N	MRPL33__81002	Y	platewell=B05; replicate=B
j14281	j14281.raw	Intensity	Intensity j14281	C5orf13	81002	N	C5orf13__81002	Y	platewell=B04; replicate=B
j14282	j14282.raw	Intensity	Intensity j14282	TAC4	81002	N	TAC4__81002	Y	platewell=B03; replicate=B
j14283	j14283.raw	Intensity	Intensity j14283	DEFB106A	81002	N	DEFB106A__81002	Y	platewell=B02; replicate=B
j14285	j14285.raw	Intensity	Intensity j14285	MTCP1NB	81002	N	MTCP1NB__81002	Y	platewell=A11; replicate=B
j14294	j14294.raw	Intensity	Intensity j14294	UQCR10	81002	N	UQCR10__81002	Y	platewell=A04; replicate=B
j14295	j14295.raw	Intensity	Intensity j14295	ATOX1	81002	N	ATOX1__81002	Y	platewell=A03; replicate=B
j14871	j14871.raw	Intensity	Intensity j14871	KLHL11	81130	N	KLHL11__81130	Y	platewell=A01; replicate=A
j14872	j14872.raw	Intensity	Intensity j14872	ECEL1	81130	N	ECEL1__81130	Y	platewell=A02; replicate=A
