idRun	idBait	sample_id	replicate_group	replicate_letter	raw_file_name
j3754	FKSG43	j3754	FKSG43	A	j3754.raw
j3755	CDCA7	j3755	CDCA7	A	j3755.raw
j3756	NXF5	j3756	NXF5	A	j3756.raw
j3759	RAE1	j3759	RAE1	A	j3759.raw
j3771	CXCR7	j3771	CXCR7	A	j3771.raw
j3772	TSSK1B	j3772	TSSK1B	A	j3772.raw
j3775	POPDC2	j3775	POPDC2	A	j3775.raw
j4184	CNN1	j4184	CNN1	A	j4184.raw
j4185	NOSIP	j4185	NOSIP	A	j4185.raw
j4186	SETD3	j4186	SETD3	A	j4186.raw
j4190	ZNF277	j4190	ZNF277	A	j4190.raw
j4191	POPDC3	j4191	POPDC3	A	j4191.raw
j4192	CCDC146	j4192	CCDC146	A	j4192.raw
j4193	WDR92	j4193	WDR92	A	j4193.raw
j4194	RASSF6	j4194	RASSF6	A	j4194.raw
j4195	ITGA4	j4195	ITGA4	A	j4195.raw
j4210	GK5	j4210	GK5	A	j4210.raw
j4212	LDB3	j4212	LDB3	A	j4212.raw
j4213	GGPS1	j4213	GGPS1	A	j4213.raw
j4215	HNMT	j4215	HNMT	A	j4215.raw
j4216	C19orf46	j4216	C19orf46	A	j4216.raw
j4217	DHRS2	j4217	DHRS2	A	j4217.raw
j4223	ODF3L1	j4223	ODF3L1	A	j4223.raw
j4224	CLN8	j4224	CLN8	A	j4224.raw
j4226	GTDC1	j4226	GTDC1	A	j4226.raw
j4227	CXorf21	j4227	CXorf21	A	j4227.raw
j4228	FBXO25	j4228	FBXO25	A	j4228.raw
j4229	TBC1D3F	j4229	TBC1D3F	A	j4229.raw
j4234	PPAP2A	j4234	PPAP2A	A	j4234.raw
j4235	KIAA0247	j4235	KIAA0247	A	j4235.raw
j4236	F3	j4236	F3	A	j4236.raw
j4237	COLEC10	j4237	COLEC10	A	j4237.raw
j4238	SGCD	j4238	SGCD	A	j4238.raw
j4240	XRCC2	j4240	XRCC2	A	j4240.raw
j4241	EDA2R	j4241	EDA2R	A	j4241.raw
j4242	EXOSC8	j4242	EXOSC8	A	j4242.raw
j4246	STX5	j4246	STX5	A	j4246.raw
j4248	CNOT7	j4248	CNOT7	A	j4248.raw
j4251	SNAI3	j4251	SNAI3	A	j4251.raw
j4252	NIT2	j4252	NIT2	A	j4252.raw
j4255	C7orf46	j4255	C7orf46	A	j4255.raw
j4266	FAM175A	j4266	FAM175A	A	j4266.raw
j4269	RAB40AL	j4269	RAB40AL	A	j4269.raw
j4270	IYD	j4270	IYD	A	j4270.raw
j4271	CCNE2	j4271	CCNE2	A	j4271.raw
j4273	EFCAB4A	j4273	EFCAB4A	A	j4273.raw
j4274	SYNE2	j4274	SYNE2	A	j4274.raw
j4278	CCDC121	j4278	CCDC121	A	j4278.raw
j4279	AMMECR1	j4279	AMMECR1	A	j4279.raw
j4280	CAPZA2	j4280	CAPZA2	A	j4280.raw
j4283	FBXO6	j4283	FBXO6	A	j4283.raw
j4284	C15orf29	j4284	C15orf29	A	j4284.raw
j4285	STARD10	j4285	STARD10	A	j4285.raw
j4286	CTSZ	j4286	CTSZ	A	j4286.raw
j4294	CEBPE	j4294	CEBPE	A	j4294.raw
j4295	CSGALNACT1	j4295	CSGALNACT1	A	j4295.raw
j4297	SPATS1	j4297	SPATS1	A	j4297.raw
j4298	PTCRA	j4298	PTCRA	A	j4298.raw
j4299	TNFSF13B	j4299	TNFSF13B	A	j4299.raw
j4301	RPRD1A	j4301	RPRD1A	A	j4301.raw
j4303	TRAPPC10	j4303	TRAPPC10	A	j4303.raw
j4304	VDAC2	j4304	VDAC2	A	j4304.raw
j4314	ZC3H8	j4314	ZC3H8	A	j4314.raw
j4315	MRPL46	j4315	MRPL46	A	j4315.raw
j4316	HSD17B11	j4316	HSD17B11	A	j4316.raw
j4317	ELOVL2	j4317	ELOVL2	A	j4317.raw
j4318	GLYATL1	j4318	GLYATL1	A	j4318.raw
j6409	HMBS	j6409	HMBS	A	j6409.raw
j6410	PARVA	j6410	PARVA	A	j6410.raw
j6411	PSAT1	j6411	PSAT1	A	j6411.raw
j6412	GABRE	j6412	GABRE	A	j6412.raw
j6414	AHSG	j6414	AHSG	A	j6414.raw
j6415	CDCA7L	j6415	CDCA7L	A	j6415.raw
j6416	MCAM	j6416	MCAM	A	j6416.raw
j6417	TRIM16	j6417	TRIM16	A	j6417.raw
j6418	USP38	j6418	USP38	A	j6418.raw
j6422	ZNF707	j6422	ZNF707	A	j6422.raw
j6423	KIAA1456	j6423	KIAA1456	A	j6423.raw
j6424	SMPD1	j6424	SMPD1	A	j6424.raw
j6425	C9orf156	j6425	C9orf156	A	j6425.raw
j6426	CD244	j6426	CD244	A	j6426.raw
j6427	NUP50	j6427	NUP50	A	j6427.raw
j6428	DNM3	j6428	DNM3	A	j6428.raw
j6429	SERPINA6	j6429	SERPINA6	A	j6429.raw
j6431	PVRL3	j6431	PVRL3	A	j6431.raw
j6443	OBFC1	j6443	OBFC1	A	j6443.raw
j6444	SDF4	j6444	SDF4	A	j6444.raw
j6445	CXADR	j6445	CXADR	A	j6445.raw
j6449	RBPJ	j6449	RBPJ	A	j6449.raw
j6450	SLC39A4	j6450	SLC39A4	A	j6450.raw
j6451	KIAA1949	j6451	KIAA1949	A	j6451.raw
j6454	FBXL3	j6454	FBXL3	A	j6454.raw
j6458	HLA-C	j6458	HLA-C	A	j6458.raw
j6459	LIPT1	j6459	LIPT1	A	j6459.raw
j6460	CREB3	j6460	CREB3	A	j6460.raw
j6461	PARD6B	j6461	PARD6B	A	j6461.raw
j6462	RSAD2	j6462	RSAD2	A	j6462.raw
j6463	ARHGEF10	j6463	ARHGEF10	A	j6463.raw
j6464	DNAJC11	j6464	DNAJC11	A	j6464.raw
j6465	PHF15	j6465	PHF15	A	j6465.raw
j6467	CLEC18A	j6467	CLEC18A	A	j6467.raw
j6471	SSBP2	j6471	SSBP2	A	j6471.raw
j6472	SLC35C1	j6472	SLC35C1	A	j6472.raw
j6473	PEX3	j6473	PEX3	A	j6473.raw
j6474	GPR183	j6474	GPR183	A	j6474.raw
j6475	VASP	j6475	VASP	A	j6475.raw
j6476	C8orf45	j6476	C8orf45	A	j6476.raw
j6477	NT5E	j6477	NT5E	A	j6477.raw
j6478	TEAD4	j6478	TEAD4	A	j6478.raw
j6479	DZIP3	j6479	DZIP3	A	j6479.raw
j6480	ADH1C	j6480	ADH1C	A	j6480.raw
j6486	USP18	j6486	USP18	A	j6486.raw
j6488	ARPC1A	j6488	ARPC1A	A	j6488.raw
j6489	IDH3A	j6489	IDH3A	A	j6489.raw
j6490	AUP1	j6490	AUP1	A	j6490.raw
j6491	DLD	j6491	DLD	A	j6491.raw
j6493	IGSF8	j6493	IGSF8	A	j6493.raw
j6494	DCTN1	j6494	DCTN1	A	j6494.raw
j6495	B3GNT3	j6495	B3GNT3	A	j6495.raw
j6496	FAM188A	j6496	FAM188A	A	j6496.raw
j6500	GRINL1A	j6500	GRINL1A	A	j6500.raw
j6501	SDC3	j6501	SDC3	A	j6501.raw
j6502	TTC23L	j6502	TTC23L	A	j6502.raw
j6503	CD19	j6503	CD19	A	j6503.raw
j6504	ANKRD16	j6504	ANKRD16	A	j6504.raw
j6505	PABPC5	j6505	PABPC5	A	j6505.raw
j6506	MYT1	j6506	MYT1	A	j6506.raw
j6507	PPARD	j6507	PPARD	A	j6507.raw
j6508	MMRN1	j6508	MMRN1	A	j6508.raw
j6514	CD19	j6514	CD19	C	j6514.raw
j6517	H2AFY2	j6517	H2AFY2	A	j6517.raw
j6518	GLUL	j6518	GLUL	A	j6518.raw
j6519	POGZ	j6519	POGZ	A	j6519.raw
j6521	PNMA2	j6521	PNMA2	A	j6521.raw
j6522	GMPR2	j6522	GMPR2	A	j6522.raw
j6523	LMNA	j6523	LMNA	A	j6523.raw
j6524	HLA-B	j6524	HLA-B	A	j6524.raw
j6525	GPR52	j6525	GPR52	A	j6525.raw
j6526	PRKAR2B	j6526	PRKAR2B	A	j6526.raw
j9703	DPYS	j9703	DPYS	A	j9703.raw
j9704	DYRK4	j9704	DYRK4	A	j9704.raw
j9705	TNK2	j9705	TNK2	A	j9705.raw
j9706	CYP4F12	j9706	CYP4F12	A	j9706.raw
j9707	VANGL1	j9707	VANGL1	A	j9707.raw
j9708	DYNC1LI1	j9708	DYNC1LI1	A	j9708.raw
j9709	ZNF449	j9709	ZNF449	A	j9709.raw
j9710	POLE2	j9710	POLE2	A	j9710.raw
j9711	SNX1	j9711	SNX1	A	j9711.raw
j9712	ZNF238	j9712	ZNF238	A	j9712.raw
j9713	ZMYND11	j9713	ZMYND11	A	j9713.raw
j9714	TBL1Y	j9714	TBL1Y	A	j9714.raw
j9718	TCP11L2	j9718	TCP11L2	A	j9718.raw
j9719	MARCO	j9719	MARCO	A	j9719.raw
j9721	ATP5B	j9721	ATP5B	A	j9721.raw
j9722	NAB2	j9722	NAB2	A	j9722.raw
j9723	FAM98A	j9723	FAM98A	A	j9723.raw
j9724	TMEM209	j9724	TMEM209	A	j9724.raw
j9725	CAT	j9725	CAT	A	j9725.raw
j9727	PLXNA4	j9727	PLXNA4	A	j9727.raw
j9728	FBXW11	j9728	FBXW11	A	j9728.raw
j9729	TIGD6	j9729	TIGD6	A	j9729.raw
j9733	CREB3L1	j9733	CREB3L1	A	j9733.raw
j9734	DCT	j9734	DCT	A	j9734.raw
j9735	BAIAP2	j9735	BAIAP2	A	j9735.raw
j9736	CDC25A	j9736	CDC25A	A	j9736.raw
j9737	DEPDC1	j9737	DEPDC1	A	j9737.raw
j9738	TULP2	j9738	TULP2	A	j9738.raw
j9739	ZNF572	j9739	ZNF572	A	j9739.raw
j9740	CORO2A	j9740	CORO2A	A	j9740.raw
j9741	CDK17	j9741	CDK17	A	j9741.raw
j9742	SIAE	j9742	SIAE	A	j9742.raw
j9743	VANGL2	j9743	VANGL2	A	j9743.raw
j9747	CAMKK1	j9747	CAMKK1	A	j9747.raw
j9748	TBX22	j9748	TBX22	A	j9748.raw
j9749	GPR114	j9749	GPR114	A	j9749.raw
j9750	NHEDC2	j9750	NHEDC2	A	j9750.raw
j9751	PFKFB3	j9751	PFKFB3	A	j9751.raw
j9752	ZNF768	j9752	ZNF768	A	j9752.raw
j9753	LRRTM1	j9753	LRRTM1	A	j9753.raw
j9754	APEX2	j9754	APEX2	A	j9754.raw
j9755	MFSD8	j9755	MFSD8	A	j9755.raw
j9757	PNLDC1	j9757	PNLDC1	A	j9757.raw
j9761	KBTBD4	j9761	KBTBD4	A	j9761.raw
j9762	ZNF490	j9762	ZNF490	A	j9762.raw
j9763	QRSL1	j9763	QRSL1	A	j9763.raw
j9764	CYP4V2	j9764	CYP4V2	A	j9764.raw
j9765	ARHGEF3	j9765	ARHGEF3	A	j9765.raw
j9766	ARSG	j9766	ARSG	A	j9766.raw
j9767	ZNF454	j9767	ZNF454	A	j9767.raw
j9768	FBXO7	j9768	FBXO7	A	j9768.raw
j9769	OXCT1	j9769	OXCT1	A	j9769.raw
j9771	ALPL	j9771	ALPL	A	j9771.raw
j9776	USP3	j9776	USP3	B	j9776.raw
j9777	UGT2A3	j9777	UGT2A3	B	j9777.raw
j9778	SLC1A1	j9778	SLC1A1	B	j9778.raw
j9784	SYNCRIP	j9784	SYNCRIP	B	j9784.raw
j9788	VNN2	j9788	VNN2	B	j9788.raw
j9789	ALPI	j9789	ALPI	B	j9789.raw
j9790	OMA1	j9790	OMA1	B	j9790.raw
j9791	ASB3	j9791	ASB3	B	j9791.raw
j9792	C17orf53	j9792	C17orf53	B	j9792.raw
j9793	CDC16	j9793	CDC16	B	j9793.raw
j9794	LAP3	j9794	LAP3	B	j9794.raw
j9795	WHSC2	j9795	WHSC2	B	j9795.raw
j9796	FLVCR2	j9796	FLVCR2	B	j9796.raw
j9797	PDE4D	j9797	PDE4D	B	j9797.raw
j9798	C16orf71	j9798	C16orf71	A	j9798.raw
j9799	HEXA	j9799	HEXA	A	j9799.raw
j9800	GPR161	j9800	GPR161	A	j9800.raw
j9801	MEPE	j9801	MEPE	A	j9801.raw
j9802	YARS	j9802	YARS	A	j9802.raw
j9804	PRPF4	j9804	PRPF4	A	j9804.raw
j9806	MAOA	j9806	MAOA	A	j9806.raw
j9807	UGT3A2	j9807	UGT3A2	A	j9807.raw
j9956	CDC25A	j9956	CDC25A	C	j9956.raw
j9957	PDZK1	j9957	PDZK1	C	j9957.raw
j9958	ATG9A	j9958	ATG9A	C	j9958.raw
j9959	OCLN	j9959	OCLN	C	j9959.raw
j9960	ACCN2	j9960	ACCN2	C	j9960.raw
q10517	CGNL1	q10517	CGNL1	B	q10517.raw
q10518	CGN	q10518	CGN	B	q10518.raw
q10519	PPP2R3A	q10519	PPP2R3A	B	q10519.raw
q10520	LLGL2	q10520	LLGL2	B	q10520.raw
q10521	IGHMBP2	q10521	IGHMBP2	B	q10521.raw
q10522	ENPEP	q10522	ENPEP	B	q10522.raw
q10523	SLC14A2	q10523	SLC14A2	B	q10523.raw
q10524	GTF3C3	q10524	GTF3C3	B	q10524.raw
q10525	NAA15	q10525	NAA15	B	q10525.raw
q10526	NOP2	q10526	NOP2	B	q10526.raw
q10527	AGRP	q10527	AGRP	B	q10527.raw
q10528	THBS2	q10528	THBS2	B	q10528.raw
q10529	TRHDE	q10529	TRHDE	B	q10529.raw
q10531	SART3	q10531	SART3	B	q10531.raw
q10532	LRRCC1	q10532	LRRCC1	B	q10532.raw
q10533	EXOC1	q10533	EXOC1	B	q10533.raw
q10537	LPIN3	q10537	LPIN3	A	q10537.raw
q10539	MARCH6	q10539	MARCH6	A	q10539.raw
q10540	ZCCHC14	q10540	ZCCHC14	A	q10540.raw
q10541	EPHA1	q10541	EPHA1	A	q10541.raw
q10542	PPFIBP1	q10542	PPFIBP1	A	q10542.raw
q10543	DAB2IP	q10543	DAB2IP	A	q10543.raw
q10544	ATF7IP	q10544	ATF7IP	A	q10544.raw
q10545	TBC1D9	q10545	TBC1D9	A	q10545.raw
q10546	CPD	q10546	CPD	A	q10546.raw
q10547	RNF43	q10547	RNF43	A	q10547.raw
q10550	TRPC5	q10550	TRPC5	B	q10550.raw
q10551	PTPRU	q10551	PTPRU	B	q10551.raw
q10552	TECPR2	q10552	TECPR2	B	q10552.raw
q10553	PTPN14	q10553	PTPN14	B	q10553.raw
q10554	RANBP6	q10554	RANBP6	B	q10554.raw
q10558	PHF20	q10558	PHF20	B	q10558.raw
q10559	BMP1	q10559	BMP1	B	q10559.raw
q10560	PCDHA9	q10560	PCDHA9	B	q10560.raw
q10561	CHSY3	q10561	CHSY3	B	q10561.raw
q10562	TLR5	q10562	TLR5	B	q10562.raw
q10567	RNF43	q10567	RNF43	B	q10567.raw
q10568	CPD	q10568	CPD	B	q10568.raw
q10569	TBC1D9	q10569	TBC1D9	B	q10569.raw
q10570	ATF7IP	q10570	ATF7IP	B	q10570.raw
q10571	DAB2IP	q10571	DAB2IP	B	q10571.raw
q10573	EPHA1	q10573	EPHA1	B	q10573.raw
q10574	ZCCHC14	q10574	ZCCHC14	B	q10574.raw
q10575	MARCH6	q10575	MARCH6	B	q10575.raw
q10577	LPIN3	q10577	LPIN3	B	q10577.raw
q10654	KANK4	q10654	KANK4	C	q10654.raw
q10678	PCDH12	q10678	PCDH12	C	q10678.raw
q10681	GAA	q10681	GAA	C	q10681.raw
q11337	UQCR10	q11337	UQCR10	A	q11337.raw
q11348	TAC4	q11348	TAC4	A	q11348.raw
q11349	C5orf13	q11349	C5orf13	A	q11349.raw
q11353	NOP10	q11353	NOP10	A	q11353.raw
q11360	NDUFA1	q11360	NDUFA1	A	q11360.raw
q11363	FAM165B	q11363	FAM165B	A	q11363.raw
q11368	GNG10	q11368	GNG10	A	q11368.raw
q11370	ST13	q11370	ST13	A	q11370.raw
q11371	LENEP	q11371	LENEP	A	q11371.raw
q11372	DEFB123	q11372	DEFB123	A	q11372.raw
q11965	ZNF280C	q11965	ZNF280C	A	q11965.raw
q11968	CASD1	q11968	CASD1	A	q11968.raw
q11969	TMEM63C	q11969	TMEM63C	A	q11969.raw
q11970	PCDHA8	q11970	PCDHA8	A	q11970.raw
q11972	KIF7	q11972	KIF7	A	q11972.raw
q11973	TRPC3	q11973	TRPC3	A	q11973.raw
q11974	DDHD1	q11974	DDHD1	A	q11974.raw
q11977	SYNPO2L	q11977	SYNPO2L	A	q11977.raw
q11978	ANKRD56	q11978	ANKRD56	A	q11978.raw
q11979	PCDHA11	q11979	PCDHA11	A	q11979.raw
q11980	DLG3	q11980	DLG3	A	q11980.raw
q11981	SEMA4C	q11981	SEMA4C	A	q11981.raw
q11982	TRIM6-TRIM34	q11982	TRIM6-TRIM34	A	q11982.raw
q11983	KIAA1274	q11983	KIAA1274	A	q11983.raw
q11988	RABEP1	q11988	RABEP1	B	q11988.raw
q11989	GABBR1	q11989	GABBR1	B	q11989.raw
q11990	MOGS	q11990	MOGS	B	q11990.raw
q11992	PCDHB1	q11992	PCDHB1	B	q11992.raw
q11993	PCDHGB2	q11993	PCDHGB2	B	q11993.raw
q11994	DIS3	q11994	DIS3	B	q11994.raw
q11995	LRFN2	q11995	LRFN2	B	q11995.raw
q11996	PDE10A	q11996	PDE10A	B	q11996.raw
q11997	RBAK	q11997	RBAK	B	q11997.raw
q12001	DNM2	q12001	DNM2	B	q12001.raw
q12002	ABTB2	q12002	ABTB2	B	q12002.raw
q12005	RGL1	q12005	RGL1	B	q12005.raw
q12006	PCDHB3	q12006	PCDHB3	B	q12006.raw
q12008	VEZT	q12008	VEZT	B	q12008.raw
q12010	AXIN2	q12010	AXIN2	B	q12010.raw
q12011	PCDHGA6	q12011	PCDHGA6	B	q12011.raw
q12012	TLR10	q12012	TLR10	B	q12012.raw
q12014	ECEL1	q12014	ECEL1	B	q12014.raw
q12015	KLHL11	q12015	KLHL11	B	q12015.raw
q12020	ARHGAP12	q12020	ARHGAP12	B	q12020.raw
q12021	GSG2	q12021	GSG2	B	q12021.raw
q12022	PNPT1	q12022	PNPT1	B	q12022.raw
q12023	PCDHGC5	q12023	PCDHGC5	B	q12023.raw
q12024	GTF3C4	q12024	GTF3C4	B	q12024.raw
q12026	EPC2	q12026	EPC2	B	q12026.raw
q12027	RASEF	q12027	RASEF	B	q12027.raw
q12048	SLC9A5	q12048	SLC9A5	B	q12048.raw
q12049	TXNDC16	q12049	TXNDC16	B	q12049.raw
q12050	PLG	q12050	PLG	B	q12050.raw
q12051	SEMA3E	q12051	SEMA3E	B	q12051.raw
q12052	ZMYND8	q12052	ZMYND8	C	q12052.raw
q12053	RBAK	q12053	RBAK	C	q12053.raw
q12054	PDE10A	q12054	PDE10A	C	q12054.raw
q12055	CPSF2	q12055	CPSF2	C	q12055.raw
q12056	TRPV3	q12056	TRPV3	C	q12056.raw
q12128	PIPSL	q12128	PIPSL	A	q12128.raw
q12133	MATN2	q12133	MATN2	A	q12133.raw
q12135	GPAT2	q12135	GPAT2	A	q12135.raw
q12137	DISC1	q12137	DISC1	A	q12137.raw
q12138	BICD2	q12138	BICD2	A	q12138.raw
q12139	ANKLE2	q12139	ANKLE2	A	q12139.raw
q12142	TLR1	q12142	TLR1	A	q12142.raw
q12143	TFR2	q12143	TFR2	A	q12143.raw
q12144	NPAS2	q12144	NPAS2	A	q12144.raw
q12146	TBC1D2B	q12146	TBC1D2B	A	q12146.raw
q12148	DPP6	q12148	DPP6	A	q12148.raw
q12152	RBM25	q12152	RBM25	A	q12152.raw
q12153	EIF2C1	q12153	EIF2C1	A	q12153.raw
q12550	C1orf146	q12550	C1orf146	A	q12550.raw
q12551	FAM9C	q12551	FAM9C	A	q12551.raw
q12552	SSBP1	q12552	SSBP1	A	q12552.raw
q12553	IQCF2	q12553	IQCF2	A	q12553.raw
q12554	SPCS3	q12554	SPCS3	A	q12554.raw
q12556	CDKN3	q12556	CDKN3	A	q12556.raw
q12557	STAG3L4	q12557	STAG3L4	A	q12557.raw
q12559	CST8	q12559	CST8	A	q12559.raw
q12560	LMO1	q12560	LMO1	A	q12560.raw
q12561	MYH7B	q12561	MYH7B	A	q12561.raw
q12562	IRGM	q12562	IRGM	A	q12562.raw
q12563	C2orf73	q12563	C2orf73	A	q12563.raw
q12566	NINJ2	q12566	NINJ2	A	q12566.raw
q12567	HBXIP	q12567	HBXIP	A	q12567.raw
q12568	MTRF1	q12568	MTRF1	A	q12568.raw
q12569	FGFR1OP2	q12569	FGFR1OP2	A	q12569.raw
q12570	CST5	q12570	CST5	A	q12570.raw
q12571	UCN3	q12571	UCN3	A	q12571.raw
q12572	IL20	q12572	IL20	A	q12572.raw
q12575	OTUD3	q12575	OTUD3	A	q12575.raw
q12577	SPRYD7	q12577	SPRYD7	A	q12577.raw
q12578	CGGBP1	q12578	CGGBP1	A	q12578.raw
q12579	MORN4	q12579	MORN4	A	q12579.raw
q12580	SIN3A	q12580	SIN3A	A	q12580.raw
q12581	UBL4B	q12581	UBL4B	A	q12581.raw
q12582	MRPL23	q12582	MRPL23	A	q12582.raw
q12583	C6orf136	q12583	C6orf136	A	q12583.raw
q12584	NAT8B	q12584	NAT8B	A	q12584.raw
q12585	OMP	q12585	OMP	A	q12585.raw
q12586	IL25	q12586	IL25	A	q12586.raw
q12590	C9orf85	q12590	C9orf85	A	q12590.raw
q12591	ZNHIT1	q12591	ZNHIT1	A	q12591.raw
q12592	PTP4A1	q12592	PTP4A1	A	q12592.raw
q12593	EDDM3A	q12593	EDDM3A	A	q12593.raw
q12594	LEP	q12594	LEP	A	q12594.raw
q12595	TNFSF18	q12595	TNFSF18	A	q12595.raw
q12626	MECOM	q12626	MECOM	B	q12626.raw
q12627	LAIR2	q12627	LAIR2	B	q12627.raw
q12631	PID1	q12631	PID1	B	q12631.raw
q12632	NDUFAF4	q12632	NDUFAF4	B	q12632.raw
q12634	C19orf66	q12634	C19orf66	B	q12634.raw
q12647	MS4A6E	q12647	MS4A6E	B	q12647.raw
q12648	C4orf39	q12648	C4orf39	B	q12648.raw
q12649	LAGE3	q12649	LAGE3	B	q12649.raw
q12650	CXorf40A	q12650	CXorf40A	B	q12650.raw
q12652	UPP1	q12652	UPP1	B	q12652.raw
q12653	EMP3	q12653	EMP3	B	q12653.raw
q12659	HINT2	q12659	HINT2	A	q12659.raw
q12660	IL7	q12660	IL7	A	q12660.raw
q12664	C9orf23	q12664	C9orf23	A	q12664.raw
q12665	RGS5	q12665	RGS5	A	q12665.raw
q12666	CRYAA	q12666	CRYAA	A	q12666.raw
q12780	CALCA	q12780	CALCA	B	q12780.raw
q12788	AVPI1	q12788	AVPI1	B	q12788.raw
q12796	UCN3	q12796	UCN3	C	q12796.raw
q12796b	TWIST2	q12796b	TWIST2	C	q12796b.raw
q12797	IL25	q12797	IL25	C	q12797.raw
q12798	NAT8B	q12798	NAT8B	C	q12798.raw
q12799	EDDM3A	q12799	EDDM3A	C	q12799.raw
q12800b	CXorf40A	q12800b	CXorf40A	C	q12800b.raw
q12801	PID1	q12801	PID1	C	q12801.raw
q12802	MECOM	q12802	MECOM	C	q12802.raw
q16269	FOLR3	q16269	FOLR3	B	q16269.raw
q16271	CLCA1	q16271	CLCA1	B	q16271.raw
q16272	HSF4	q16272	HSF4	B	q16272.raw
q16273	IGFBPL1	q16273	IGFBPL1	B	q16273.raw
q16274	ESCO2	q16274	ESCO2	B	q16274.raw
q16275	FAM150B	q16275	FAM150B	B	q16275.raw
q16276	SEZ6L	q16276	SEZ6L	B	q16276.raw
q16277	SNRPD3	q16277	SNRPD3	B	q16277.raw
q16278	UBE2L3	q16278	UBE2L3	B	q16278.raw
q16281	CAPN12	q16281	CAPN12	B	q16281.raw
q16282	PREX2	q16282	PREX2	B	q16282.raw
q16283	DEFB112	q16283	DEFB112	B	q16283.raw
q16284	SPANXN2	q16284	SPANXN2	B	q16284.raw
q16285	DEFB109	q16285	DEFB109	B	q16285.raw
q16288	SLC5A1	q16288	SLC5A1	B	q16288.raw
q16292	CARD16	q16292	CARD16	B	q16292.raw
q16293	STRA8	q16293	STRA8	B	q16293.raw
q16294	SHOX	q16294	SHOX	B	q16294.raw
q16296	PICK1	q16296	PICK1	B	q16296.raw
q16297	SREBF2	q16297	SREBF2	B	q16297.raw
q16311	TAS1R2	q16311	TAS1R2	B	q16311.raw
q16312	GJA10	q16312	GJA10	B	q16312.raw
q16314	PROL1	q16314	PROL1	B	q16314.raw
q16315	GUCA2A	q16315	GUCA2A	B	q16315.raw
q16317	SLC5A4	q16317	SLC5A4	B	q16317.raw
q16318	CDCP2	q16318	CDCP2	B	q16318.raw
q16320	YWHAH	q16320	YWHAH	B	q16320.raw
q16323	XKRY2	q16323	XKRY2	B	q16323.raw
q16324	HOXA7	q16324	HOXA7	B	q16324.raw
q16326	GPR151	q16326	GPR151	B	q16326.raw
q16327	AWAT2	q16327	AWAT2	B	q16327.raw
q16328	SPRR2D	q16328	SPRR2D	B	q16328.raw
q16329	ENPP3	q16329	ENPP3	B	q16329.raw
q16330	TST	q16330	TST	B	q16330.raw
q16331	AP1B1	q16331	AP1B1	B	q16331.raw
q16332	PLA2G6	q16332	PLA2G6	B	q16332.raw
q16382	GALP	q16382	GALP	B	q16382.raw
q16383	B3GNT7	q16383	B3GNT7	B	q16383.raw
q16384	OR4E2	q16384	OR4E2	B	q16384.raw
q16386	UGT1A5	q16386	UGT1A5	B	q16386.raw
q16387	VPS9D1	q16387	VPS9D1	B	q16387.raw
q16388	OR4N2	q16388	OR4N2	B	q16388.raw
q16393	NLRP5	q16393	NLRP5	B	q16393.raw
q16395	SPINK14	q16395	SPINK14	B	q16395.raw
q16396	SSX7	q16396	SSX7	B	q16396.raw
q16397	MYEOV2	q16397	MYEOV2	B	q16397.raw
q16398	CUX2	q16398	CUX2	B	q16398.raw
q16405	LIFR	q16405	LIFR	B	q16405.raw
q16406	CNGA1	q16406	CNGA1	B	q16406.raw
q16408	RFPL1	q16408	RFPL1	B	q16408.raw
q16544	BMP6	q16544	BMP6	B	q16544.raw
q16545	FBXW9	q16545	FBXW9	B	q16545.raw
q16546	KRT39	q16546	KRT39	B	q16546.raw
q16547	MATN1	q16547	MATN1	B	q16547.raw
q16548	CRLF2	q16548	CRLF2	B	q16548.raw
q16549	TTC39A	q16549	TTC39A	B	q16549.raw
q16550	TEX13B	q16550	TEX13B	B	q16550.raw
q16555	DCDC1	q16555	DCDC1	B	q16555.raw
q16556	SPAG11B	q16556	SPAG11B	B	q16556.raw
q16557	CRISP1	q16557	CRISP1	B	q16557.raw
q16559	GLCE	q16559	GLCE	B	q16559.raw
q16560	HOXA4	q16560	HOXA4	B	q16560.raw
q16561	ZFP1	q16561	ZFP1	B	q16561.raw
q16562	LPIN2	q16562	LPIN2	B	q16562.raw
q16563	FAM178A	q16563	FAM178A	B	q16563.raw
q16617	LHB	q16617	LHB	B	q16617.raw
q16619	ANKS4B	q16619	ANKS4B	B	q16619.raw
q16621	KLRC3	q16621	KLRC3	B	q16621.raw
q16622	ZFP42	q16622	ZFP42	B	q16622.raw
q16623	C1QL3	q16623	C1QL3	B	q16623.raw
q16624	EIF2C4	q16624	EIF2C4	B	q16624.raw
q16625	LEPR	q16625	LEPR	B	q16625.raw
q16626	SLC45A4	q16626	SLC45A4	B	q16626.raw
q16632	ERCC4	q16632	ERCC4	B	q16632.raw
q16638	FMNL3	q16638	FMNL3	B	q16638.raw
q16639	UBXN7	q16639	UBXN7	B	q16639.raw
q16640	NAA11	q16640	NAA11	B	q16640.raw
q16641	NPVF	q16641	NPVF	B	q16641.raw
q16642	TSHZ2	q16642	TSHZ2	B	q16642.raw
q16643	CCNO	q16643	CCNO	B	q16643.raw
q16644	TAL1	q16644	TAL1	B	q16644.raw
q16645	PKMYT1	q16645	PKMYT1	B	q16645.raw
